position,post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count,attachment_type,attachment_url
162_2,25567278752_10156505577733753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-05-22T21:17:50+0000,10156505577733753_10156505673258753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"""I want to make sure you belong here...""  Basically...you don't belong here.",2019-05-22T22:15:52+0000,2,,
163_2,25567278752_10156505311733753,967a2451efaaefd1c8ac9ff9390073528b008a97, Under North Carolina law  women cannot legally revoke their consent to engage in sexual intercourse once that act has consensually begun  thanks to a  loophole  afforded by the state s Supreme Court. For women in the state  this has meant that being physically forced to  finish  a sexual encounter involves little to no legal recourse  especially compared to other forms of assault. ,2019-05-22T18:37:14+0000,10156505311733753_10156505349048753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,No words. #metoo,2019-05-22T19:01:47+0000,2,,
176_3,25567278752_10156496138563753,967a2451efaaefd1c8ac9ff9390073528b008a97, There is no such thing as consensual rape. ,2019-05-19T00:49:47+0000,10156496138563753_10156496823573753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"Jayzusss xrist if it's consensual it is Not rape, prick.",2019-05-19T09:24:27+0000,2,,
182_0,25567278752_10156490149003753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-05-16T13:48:14+0000,10156490149003753_10156490318743753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,That is an excellent point.,2019-05-16T15:22:21+0000,2,,
194_0,25567278752_10156477151993753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-05-10T18:30:07+0000,10156477151993753_10156478561973753,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,They both have to do with punishing women for being women.,2019-05-11T07:50:33+0000,2,,
2_1,25567278752_10156599570518753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-30T15:09:32+0000,10156599570518753_10156599638938753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Just another example of blame being reassigned to the victim,2019-06-30T15:49:06+0000,1,,
9_0,25567278752_10156597520443753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-29T19:37:34+0000,10156597520443753_10156597686163753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Outstanding.,2019-06-29T20:52:33+0000,1,,
13_0,25567278752_10156594568793753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-28T15:38:17+0000,10156594568793753_10156594661418753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,🙌🏽🙌🏽🙌🏽,2019-06-28T16:23:46+0000,1,,
14_0,25567278752_10156594557563753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-28T15:32:12+0000,10156594557563753_10156594618758753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Marcella Grendene Zanchi Gui Brun ❤🧡💛💚💙💜,2019-06-28T16:03:12+0000,1,,
16_0,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156597754928753,pageowner,0,And to be fair she would revel in the fact that she has been a source of power for so many whose identities are oppressed.,2019-06-29T21:29:04+0000,1,,
16_1,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156592703678753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,I agree,2019-06-27T19:43:09+0000,1,,
16_2,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156592950078753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Agree.,2019-06-27T22:04:57+0000,1,,
16_3,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156594183028753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Kerriemary Blore,2019-06-28T11:58:57+0000,1,,
16_5,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156593443763753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Agree 100%.,2019-06-28T02:32:05+0000,1,,
19_0,25567278752_10156592178658753,967a2451efaaefd1c8ac9ff9390073528b008a97,Coming to a city near you.,2019-06-27T15:16:45+0000,10156592178658753_10156592206718753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,1984 wasn’t supposed to be an instruction book,2019-06-27T15:33:34+0000,1,,
